floral_id,num_orders,week
1543,282,148
2304,80,148
2664,440,148
2569,411,148
2490,210,148
1885,1121,148
1993,718,148
2539,473,148
2631,121,148
1248,94,148
1778,632,148
1062,816,148
2707,1025,148
1207,116,148
1230,152,148
2322,178,148
2290,822,148
1727,525,148
1109,833,148
1571,72,148
2956,62,148
2577,56,148
2640,83,148
1878,98,148
2306,43,148
1216,43,148
2126,61,148
2826,695,148
1754,819,148
1971,136,148
1902,25,148
1770,21,148
1198,446,148
1311,560,148
1803,481,148
1438,142,148
2494,75,148
1847,86,148
1558,128,148
2581,168,148
1962,300,148
1445,370,148
2444,290,148
2867,403,148
2760,167,148
1525,175,148
2704,163,148
1543,104,148
2304,118,148
2664,564,148
2569,453,148
2490,273,148
1885,813,148
1993,688,148
2539,388,148
2139,21,148
2631,86,148
1248,49,148
1778,236,148
1062,445,148
2707,368,148
1207,122,148
1230,117,148
2322,151,148
2290,785,148
1727,278,148
1109,454,148
1571,53,148
2956,83,148
2104,40,148
2577,40,148
2640,147,148
1878,150,148
2306,34,148
1216,60,148
2126,61,148
2826,346,148
1754,546,148
1971,245,148
1247,32,148
1770,31,148
1558,125,148
2581,149,148
1962,187,148
1445,228,148
2444,181,148
2867,151,148
2760,97,148
1525,47,148
2704,181,148
2492,31,148
1543,125,148
2304,99,148
2664,393,148
2569,335,148
2490,193,148
1885,310,148
1993,277,148
2539,81,148
2139,39,148
2631,79,148
1248,28,148
1778,172,148
1062,252,148
2707,280,148
1207,84,148
1230,122,148
2322,115,148
2290,447,148
1727,247,148
1109,362,148
1571,68,148
2956,43,148
2104,70,148
2577,55,148
2640,110,148
1878,62,148
2306,39,148
1216,41,148
2126,52,148
2826,310,148
1754,628,148
1971,367,148
1247,21,148
1558,164,148
2581,193,148
1962,286,148
1445,92,148
2444,124,148
2867,34,148
2760,64,148
1525,61,148
2704,86,148
2492,36,148
1543,158,148
2304,138,148
2664,356,148
2569,360,148
2490,223,148
1885,2318,148
1993,1426,148
2539,653,148
2139,112,148
2631,407,148
1248,217,148
1778,1062,148
1062,1012,148
2707,1940,148
1207,97,148
1230,121,148
2322,277,148
2290,2097,148
1727,955,148
1109,1922,148
1571,227,148
2956,223,148
2104,119,148
2577,316,148
2640,329,148
1878,193,148
2306,183,148
1216,134,148
2126,133,148
2826,1042,148
1754,961,148
1971,485,148
1902,68,148
1247,59,148
1770,72,148
1198,458,148
1311,613,148
1803,680,148
1438,196,148
2494,154,148
1847,154,148
1558,188,148
2581,259,148
1962,558,148
1445,490,148
2444,493,148
2867,289,148
2760,448,148
1525,473,148
2704,434,148
2492,148,148
1543,272,148
2304,252,148
2664,613,148
2569,376,148
2490,351,148
1885,1106,148
1993,464,148
2539,276,148
2631,128,148
1248,49,148
1778,352,148
1062,516,148
2707,566,148
1207,79,148
1230,177,148
2322,179,148
2290,501,148
1727,265,148
1109,468,148
2577,57,148
2640,77,148
1878,54,148
2306,75,148
1216,47,148
2826,531,148
1754,400,148
1971,164,148
1902,22,148
1247,23,148
1770,19,148
1198,128,148
1311,484,148
1803,521,148
1438,42,148
1847,34,148
1558,109,148
2581,149,148
1962,235,148
1445,445,148
2444,273,148
2867,282,148
2760,93,148
1525,119,148
2704,91,148
2492,35,148
1543,90,148
2304,76,148
2664,204,148
2569,174,148
2490,160,148
1885,1421,148
1993,712,148
2539,595,148
2139,93,148
2631,304,148
1248,173,148
1778,832,148
1062,822,148
2707,1335,148
1207,126,148
1230,118,148
2322,164,148
2290,1380,148
1727,715,148
1109,1029,148
1571,65,148
2956,113,148
2104,83,148
2577,121,148
2640,185,148
1878,104,148
2306,185,148
1216,107,148
2126,110,148
2826,841,148
1754,782,148
1971,361,148
1902,49,148
1247,36,148
1770,61,148
1198,400,148
1311,659,148
1803,743,148
1438,160,148
2494,160,148
1847,118,148
1558,191,148
2581,244,148
1962,348,148
1445,332,148
2444,549,148
2867,229,148
2760,285,148
1525,323,148
2704,314,148
2492,93,148
1543,181,148
2304,246,148
2664,744,148
2569,457,148
2490,303,148
1885,402,148
1993,299,148
2539,127,148
2631,52,148
1248,51,148
1778,187,148
1062,225,148
2707,266,148
1207,104,148
1230,47,148
2322,110,148
2290,573,148
1727,217,148
1109,411,148
1571,57,148
2956,51,148
2104,72,148
2577,39,148
2640,82,148
1878,82,148
2306,32,148
2126,44,148
2826,272,148
1754,503,148
1971,332,148
1247,17,148
1770,24,148
1558,117,148
2581,143,148
1962,144,148
1445,152,148
2444,126,148
2867,80,148
2760,57,148
1525,23,148
2704,63,148
2492,29,148
1543,83,148
2304,94,148
2664,269,148
2569,286,148
2490,190,148
1885,355,148
1993,265,148
2539,43,148
2631,71,148
1778,100,148
1062,201,148
2707,189,148
1207,85,148
1230,73,148
2322,103,148
2290,234,148
1727,123,148
1109,258,148
1571,51,148
2104,26,148
2640,48,148
1878,46,148
2306,26,148
1216,31,148
2126,27,148
2826,210,148
1754,332,148
1971,225,148
1770,19,148
1558,108,148
2581,117,148
1962,148,148
1445,125,148
2444,138,148
2867,82,148
2760,57,148
1525,43,148
2704,49,148
2492,29,148
1543,48,148
2304,51,148
2664,204,148
2569,206,148
2490,142,148
1885,340,148
1993,300,148
2539,199,148
2139,86,148
2631,146,148
1248,171,148
1778,158,148
1062,344,148
2707,355,148
1207,96,148
1230,47,148
2322,47,148
2290,637,148
1727,379,148
1109,967,148
1571,122,148
2956,117,148
2104,107,148
2577,169,148
2640,248,148
1878,250,148
2306,79,148
1216,79,148
2126,152,148
2826,468,148
1754,656,148
1971,369,148
1902,52,148
1247,35,148
1770,68,148
1558,69,148
2581,156,148
1962,232,148
1445,141,148
2444,161,148
2867,93,148
2760,262,148
1525,134,148
2704,280,148
2492,102,148
1543,264,148
2304,217,148
2664,508,148
2569,344,148
2490,208,148
1885,125,148
1993,98,148
2539,114,148
2139,21,148
2631,48,148
1248,48,148
1778,147,148
1062,292,148
2707,203,148
1207,119,148
1230,99,148
2322,105,148
2290,290,148
1727,155,148
1109,189,148
2640,32,148
1878,18,148
2126,30,148
2826,126,148
1754,314,148
1971,152,148
1247,16,148
1558,121,148
2581,109,148
1962,112,148
1445,50,148
2444,101,148
2867,75,148
2704,17,148
2492,21,148
1543,83,148
2304,47,148
2664,248,148
2569,332,148
2490,126,148
1885,320,148
1993,310,148
2539,93,148
2631,71,148
1778,139,148
1062,208,148
2707,151,148
1230,94,148
2322,72,148
2290,223,148
1727,135,148
1109,233,148
1878,39,148
1216,23,148
2126,24,148
2826,108,148
1754,156,148
1971,56,148
1247,17,148
1770,15,148
1558,61,148
2581,84,148
1962,71,148
1445,63,148
2444,44,148
2867,57,148
2704,24,148
2492,21,148
1543,105,148
2304,75,148
2664,140,148
2569,124,148
2490,86,148
1885,522,148
1993,416,148
2539,326,148
2139,36,148
2631,125,148
1248,70,148
1778,521,148
1062,577,148
2707,801,148
1207,91,148
1230,127,148
2322,206,148
2290,515,148
1727,349,148
1109,611,148
1571,61,148
2956,44,148
2104,49,148
2640,41,148
1878,32,148
2306,60,148
1216,50,148
2126,47,148
2826,569,148
1754,459,148
1971,117,148
1902,24,148
1770,21,148
1198,212,148
1311,234,148
1803,331,148
1438,149,148
2494,121,148
1847,120,148
1558,132,148
2581,178,148
1962,213,148
1445,538,148
2444,540,148
2867,265,148
2760,115,148
1525,135,148
2492,36,148
1543,117,148
2304,117,148
2664,265,148
2569,240,148
2490,202,148
1885,756,148
1993,422,148
2539,199,148
2631,117,148
1248,95,148
1778,343,148
1062,338,148
2707,374,148
1207,95,148
1230,96,148
2322,121,148
2290,464,148
1727,389,148
1109,423,148
1571,29,148
2956,14,148
2104,33,148
1216,23,148
2126,23,148
2826,485,148
1754,594,148
1971,163,148
1770,18,148
1198,59,148
1311,58,148
1803,67,148
1438,28,148
2494,22,148
1847,35,148
1558,147,148
2581,146,148
1962,260,148
1445,102,148
2444,77,148
2867,120,148
2760,26,148
1525,46,148
1543,61,148
2304,50,148
2664,352,148
2569,243,148
2490,423,148
1885,318,148
1993,292,148
2539,93,148
2139,57,148
2631,111,148
1248,47,148
1778,145,148
1062,158,148
2707,214,148
1207,70,148
1230,59,148
2322,64,148
2290,682,148
1727,208,148
1109,523,148
1571,76,148
2956,65,148
2104,59,148
2577,81,148
2640,137,148
1878,172,148
2306,38,148
1216,39,148
2126,57,148
2826,320,148
1754,423,148
1971,303,148
1247,27,148
1558,98,148
2581,115,148
1962,183,148
1445,124,148
2444,120,148
2867,154,148
2760,94,148
1525,74,148
2704,128,148
2492,37,148
1543,194,148
2304,74,148
2664,324,148
2569,257,148
2490,110,148
1885,675,148
1993,586,148
2539,274,148
2139,44,148
2631,86,148
1248,48,148
1778,218,148
1062,394,148
2707,346,148
1207,93,148
1230,146,148
2322,166,148
2290,699,148
1727,259,148
1109,565,148
1571,125,148
2104,163,148
2577,44,148
2640,160,148
1878,154,148
2306,35,148
1216,39,148
2126,60,148
2826,418,148
1754,624,148
1971,444,148
1902,23,148
1247,28,148
1770,30,148
1558,168,148
2581,194,148
1962,295,148
1445,465,148
2444,387,148
2867,253,148
2760,147,148
1525,87,148
2704,164,148
2492,29,148
1543,171,148
2304,64,148
2664,337,148
2569,400,148
2490,267,148
1885,170,148
1993,170,148
2539,38,148
2139,20,148
2631,58,148
1248,31,148
1778,82,148
1062,137,148
2707,205,148
1207,82,148
1230,60,148
2322,89,148
2290,277,148
1727,105,148
1109,170,148
1571,32,148
2956,40,148
2640,65,148
1878,58,148
2306,18,148
2826,145,148
1754,279,148
1971,173,148
1902,14,148
1558,130,148
2581,116,148
1962,161,148
1445,90,148
2444,55,148
2867,53,148
2760,22,148
1525,21,148
2704,21,148
2492,18,148
1543,24,148
2304,24,148
2664,195,148
2569,192,148
2490,97,148
1885,1516,148
1993,984,148
2539,527,148
2631,185,148
1778,527,148
1062,538,148
2707,914,148
1207,87,148
1230,65,148
2322,107,148
2290,962,148
1727,454,148
1109,762,148
1571,101,148
2956,107,148
2577,128,148
2640,197,148
1878,184,148
2306,69,148
1216,46,148
2126,74,148
2826,590,148
1754,565,148
1971,245,148
1902,37,148
1247,36,148
1770,30,148
1198,264,148
1311,279,148
1803,298,148
1438,89,148
2494,82,148
1847,62,148
1558,100,148
2581,152,148
1962,282,148
1445,378,148
2444,279,148
2867,267,148
2760,174,148
1525,342,148
2704,319,148
2492,76,148
1543,139,148
2304,152,148
2664,277,148
2569,239,148
2490,241,148
1885,392,148
1993,609,148
2539,188,148
2139,33,148
2631,193,148
1248,64,148
1778,551,148
1062,601,148
2707,668,148
1207,245,148
1230,165,148
2322,158,148
2290,521,148
1727,392,148
1109,614,148
1571,65,148
2956,38,148
2577,64,148
2640,218,148
1878,58,148
2306,43,148
1216,58,148
2826,837,148
1754,405,148
1971,304,148
1902,19,148
1247,23,148
1770,24,148
1198,147,148
1311,79,148
1803,94,148
1438,108,148
2494,68,148
1847,67,148
1558,134,148
2581,131,148
1962,183,148
1445,771,148
2444,610,148
2867,299,148
2760,93,148
1525,209,148
2704,90,148
2492,33,148
1543,157,148
2304,135,148
2664,306,148
2569,296,148
2490,206,148
1885,793,148
1993,694,148
2539,295,148
2139,85,148
2631,147,148
1248,60,148
1778,192,148
1062,297,148
2707,468,148
1207,103,148
1230,106,148
2322,116,148
2290,419,148
1727,257,148
1109,504,148
1571,98,148
2956,101,148
2104,98,148
2577,131,148
2640,213,148
1878,168,148
2306,49,148
1216,45,148
2126,53,148
2826,375,148
1754,546,148
1971,424,148
1770,26,148
1558,140,148
2581,175,148
1962,278,148
1445,398,148
2444,233,148
2867,188,148
2760,159,148
1525,65,148
2704,120,148
2492,40,148
1543,119,148
2304,159,148
2664,389,148
2569,351,148
2490,226,148
1885,301,148
1993,249,148
2539,93,148
2139,30,148
2631,82,148
1248,36,148
1778,102,148
1062,194,148
2707,223,148
1207,93,148
1230,64,148
2322,148,148
2290,464,148
1727,162,148
1109,215,148
2640,32,148
1878,26,148
2306,29,148
1216,31,148
2126,25,148
2826,191,148
1754,381,148
1971,247,148
1558,125,148
2581,138,148
1962,207,148
1445,148,148
2444,135,148
2867,53,148
2760,26,148
1525,28,148
2704,36,148
2492,28,148
1543,101,148
2304,57,148
2664,286,148
2569,415,148
2490,188,148
1885,53,148
1993,49,148
2539,49,148
1778,115,148
1062,161,148
2707,65,148
1207,81,148
2322,102,148
2290,145,148
1727,109,148
1109,111,148
2640,14,148
1878,16,148
1216,19,148
2126,15,148
2826,80,148
1754,229,148
1971,55,148
1311,57,148
1803,15,148
1558,114,148
2581,113,148
1962,146,148
1445,36,148
2444,54,148
2760,20,148
1543,19,148
2304,13,148
2664,252,148
2569,152,148
2490,179,148
1885,440,148
1993,352,148
2539,252,148
2139,31,148
2631,109,148
1248,83,148
1778,325,148
1062,349,148
2707,415,148
1207,56,148
1230,48,148
2322,101,148
2290,561,148
1727,171,148
1109,403,148
1571,50,148
2956,41,148
2577,57,148
2640,80,148
1878,61,148
1216,34,148
2126,45,148
2826,366,148
1754,320,148
1971,113,148
1902,23,148
1247,21,148
1770,18,148
1198,166,148
1311,223,148
1803,254,148
1438,70,148
2494,54,148
1847,57,148
1558,94,148
2581,125,148
1962,193,148
1445,273,148
2444,257,148
2867,239,148
2760,101,148
1525,128,148
2704,92,148
2492,32,148
1543,128,148
2304,61,148
2664,185,148
2569,156,148
2490,135,148
1885,508,148
1993,352,148
2539,204,148
2139,27,148
2631,31,148
1248,40,148
1778,107,148
1062,193,148
2707,253,148
1207,40,148
1230,32,148
2322,69,148
2290,341,148
1727,226,148
1109,406,148
1571,137,148
2956,103,148
2104,107,148
2577,79,148
2640,139,148
1878,157,148
2306,44,148
1216,33,148
2126,36,148
2826,326,148
1754,384,148
1971,272,148
1902,22,148
1247,24,148
1770,19,148
1558,106,148
2581,99,148
1962,184,148
1445,180,148
2444,140,148
2867,180,148
2760,85,148
1525,106,148
2704,187,148
2492,36,148
1543,91,148
2304,54,148
2664,259,148
2569,179,148
2490,154,148
1885,1012,148
1993,719,148
2539,554,148
2139,74,148
2631,247,148
1248,139,148
1778,730,148
1062,841,148
2707,1080,148
1207,98,148
1230,91,148
2322,218,148
2290,1267,148
1727,506,148
1109,1036,148
1571,111,148
2956,57,148
2104,72,148
2577,96,148
2640,184,148
1878,116,148
2306,96,148
1216,130,148
2126,94,148
2826,695,148
1754,611,148
1971,241,148
1902,33,148
1247,31,148
1770,30,148
1198,377,148
1311,472,148
1803,449,148
1438,114,148
2494,147,148
1847,94,148
1558,113,148
2581,165,148
1962,317,148
1445,286,148
2444,421,148
2867,403,148
2760,222,148
1525,426,148
2704,216,148
2492,67,148
1543,140,148
2304,247,148
2664,212,148
2569,204,148
2490,323,148
1885,124,148
1993,112,148
2539,32,148
2631,101,148
1248,72,148
1778,108,148
1062,212,148
2707,126,148
1207,87,148
2322,72,148
2290,253,148
1727,183,148
1109,89,148
2640,26,148
2306,23,148
2126,30,148
2826,163,148
1754,725,148
1971,358,148
1247,15,148
1558,139,148
2581,144,148
1962,167,148
1445,45,148
2444,56,148
2760,11,148
2492,29,148
1543,118,148
2304,94,148
2664,565,148
2569,332,148
2490,193,148
1885,713,148
1993,558,148
2539,472,148
2139,29,148
2631,186,148
1248,101,148
1778,530,148
1062,587,148
2707,649,148
1207,126,148
1230,114,148
2322,191,148
2290,714,148
1727,287,148
1109,397,148
1571,40,148
2956,27,148
2640,81,148
1878,59,148
2306,46,148
1216,29,148
2126,41,148
2826,454,148
1754,257,148
1971,109,148
1902,18,148
1247,19,148
1198,298,148
1311,330,148
1803,292,148
1438,57,148
1847,50,148
1558,119,148
2581,140,148
1962,211,148
1445,258,148
2444,367,148
2867,292,148
2760,95,148
1525,83,148
2704,71,148
2492,30,148
1543,107,148
2304,36,148
2664,312,148
2569,235,148
2490,201,148
1885,695,148
1993,381,148
2539,307,148
2139,36,148
2631,101,148
1248,90,148
1778,469,148
1062,447,148
2707,770,148
1207,78,148
1230,68,148
2322,127,148
2290,768,148
1727,314,148
1109,572,148
1571,138,148
2956,117,148
2577,78,148
2640,138,148
1878,131,148
2306,79,148
1216,40,148
2826,544,148
1754,425,148
1971,137,148
1902,26,148
1247,25,148
1198,175,148
1311,359,148
1803,237,148
1438,98,148
2494,136,148
1847,71,148
1558,99,148
2581,145,148
1962,292,148
1445,325,148
2444,290,148
2867,160,148
2760,185,148
1525,293,148
2704,177,148
2492,45,148
1543,109,148
2304,117,148
2664,228,148
2569,201,148
2490,189,148
1885,89,148
1993,85,148
2539,49,148
2139,26,148
1062,68,148
2707,80,148
1207,142,148
1230,85,148
2322,97,148
2290,373,148
1727,174,148
1109,147,148
2640,29,148
2306,18,148
2126,26,148
2826,78,148
1754,443,148
1971,353,148
1902,14,148
1558,132,148
2581,135,148
1962,121,148
1445,52,148
2444,39,148
2867,18,148
2760,12,148
2704,22,148
1543,94,148
2664,474,148
2569,497,148
2490,271,148
1885,598,148
1993,595,148
2539,300,148
2139,54,148
2631,124,148
1248,97,148
1778,195,148
1062,400,148
2707,350,148
1207,76,148
1230,46,148
2322,80,148
2290,846,148
1727,293,148
1109,946,148
1571,147,148
2956,93,148
2104,91,148
2640,295,148
1878,229,148
2306,89,148
1216,62,148
2126,106,148
2826,422,148
1754,418,148
1971,234,148
1902,31,148
1247,31,148
1770,42,148
1558,130,148
2581,198,148
1962,299,148
1445,183,148
2444,163,148
2867,118,148
2760,158,148
1525,139,148
2704,302,148
2492,84,148
1543,198,148
2304,160,148
2664,496,148
2569,332,148
2490,155,148
1885,355,148
1993,367,148
2539,81,148
2139,21,148
2631,41,148
1248,38,148
1778,170,148
1062,390,148
2707,391,148
1207,111,148
1230,165,148
2322,154,148
2290,372,148
1727,271,148
1109,250,148
1571,41,148
2640,49,148
1878,52,148
2306,26,148
1216,25,148
2126,36,148
2826,264,148
1754,291,148
1971,82,148
1247,14,148
1558,97,148
2581,101,148
1962,107,148
1445,152,148
2444,202,148
2867,63,148
1525,40,148
2704,42,148
2492,22,148
1543,82,148
2304,35,148
2664,251,148
2569,267,148
2490,130,148
1885,1744,148
1993,826,148
2539,202,148
2139,45,148
1248,56,148
1778,518,148
1062,709,148
2707,928,148
1207,128,148
1230,92,148
2322,176,148
2290,889,148
1727,337,148
1109,1007,148
1571,51,148
2956,35,148
2577,54,148
2640,93,148
1878,56,148
2306,36,148
1216,49,148
2126,50,148
2826,692,148
1754,430,148
1971,180,148
1902,26,148
1247,23,148
1770,24,148
1198,44,148
1311,52,148
1803,142,148
1438,237,148
2494,245,148
1847,211,148
1558,166,148
2581,230,148
1962,277,148
1445,294,148
2444,432,148
2867,199,148
2760,101,148
1525,139,148
2704,100,148
2492,39,148
1543,142,148
2304,136,148
2664,264,148
2569,220,148
2490,207,148
1885,734,148
1993,240,148
2539,64,148
2139,61,148
2631,61,148
1248,65,148
1778,137,148
1062,349,148
2707,204,148
1207,110,148
1230,107,148
2322,121,148
2290,361,148
1727,209,148
1109,228,148
1571,111,148
2956,69,148
2104,66,148
2640,107,148
1878,73,148
2306,42,148
1216,50,148
2126,41,148
2826,249,148
1754,467,148
1971,305,148
1247,22,148
1770,24,148
1558,148,148
2581,132,148
1962,223,148
1445,141,148
2444,130,148
2867,47,148
2760,71,148
2704,45,148
2492,25,148
1543,124,148
2304,82,148
2664,231,148
2569,229,148
2490,178,148
1885,529,148
1993,405,148
2539,167,148
2139,28,148
2631,53,148
1778,158,148
1062,235,148
2707,339,148
1207,84,148
1230,99,148
2322,125,148
2290,486,148
1727,190,148
1109,205,148
1571,68,148
2104,46,148
2577,42,148
2640,83,148
1878,79,148
2306,43,148
1216,20,148
2126,32,148
2826,355,148
1754,475,148
1971,339,148
1902,18,148
1247,18,148
1558,134,148
2581,127,148
1962,204,148
1445,249,148
2444,123,148
2867,159,148
2760,109,148
1525,66,148
2704,91,148
2492,26,148
1543,74,148
2304,51,148
2664,328,148
2569,291,148
2490,226,148
1885,643,148
1993,541,148
2539,128,148
2139,48,148
2631,87,148
1248,26,148
1778,190,148
1062,421,148
2707,265,148
1207,137,148
1230,122,148
2322,76,148
2290,433,148
1727,140,148
1109,282,148
2577,20,148
2640,60,148
1878,40,148
2306,20,148
1216,34,148
2126,41,148
2826,194,148
1754,320,148
1971,145,148
1247,17,148
1770,21,148
1558,76,148
2581,103,148
1962,92,148
1445,118,148
2444,105,148
2760,125,148
1525,38,148
2704,124,148
2492,27,148
1543,83,148
2304,37,148
2664,225,148
2569,185,148
2490,87,148
1885,554,148
1993,353,148
2539,130,148
2139,28,148
2631,66,148
1248,29,148
1778,164,148
1062,284,148
2707,273,148
1207,78,148
1230,65,148
2322,74,148
2290,401,148
1727,125,148
1109,356,148
1571,82,148
2956,47,148
2104,70,148
2577,23,148
2640,83,148
1878,78,148
2306,30,148
1216,31,148
2126,37,148
2826,233,148
1754,342,148
1971,112,148
1902,22,148
1247,25,148
1770,17,148
1558,86,148
2581,98,148
1962,129,148
1445,142,148
2444,120,148
2867,67,148
2760,43,148
2704,92,148
1543,74,148
2304,78,148
2664,203,148
2569,202,148
2490,121,148
1885,388,148
1993,411,148
2539,203,148
2139,59,148
2631,101,148
1248,73,148
1778,306,148
1062,394,148
2707,429,148
1207,110,148
1230,129,148
2322,136,148
2290,319,148
1727,226,148
1109,318,148
1571,23,148
2577,18,148
2640,37,148
1878,31,148
2306,24,148
1216,27,148
2126,29,148
2826,420,148
1754,273,148
1971,114,148
1902,17,148
1247,20,148
1311,133,148
1803,239,148
1438,52,148
2494,35,148
1847,55,148
1558,108,148
2581,154,148
1962,165,148
1445,216,148
2444,122,148
2867,162,148
2760,44,148
1525,63,148
2704,28,148
2492,27,148
1543,56,148
2304,49,148
2664,223,148
2569,154,148
2490,140,148
1885,384,148
1993,295,148
2539,228,148
1248,36,148
1778,265,148
1062,397,148
2707,428,148
1207,93,148
1230,80,148
2322,149,148
2290,359,148
1727,221,148
1109,348,148
1571,37,148
2577,43,148
2640,70,148
1878,48,148
2306,45,148
1216,32,148
2126,32,148
2826,284,148
1754,238,148
1971,105,148
1902,21,148
1198,135,148
1311,131,148
1803,175,148
1438,48,148
1847,41,148
1558,79,148
2581,101,148
1962,156,148
1445,283,148
2444,322,148
2867,99,148
2760,107,148
1525,114,148
2704,83,148
2492,27,148
1543,60,148
2304,40,148
2664,284,148
2569,181,148
2490,144,148
1885,427,148
1993,324,148
2539,205,148
2139,71,148
2631,154,148
1248,46,148
1778,323,148
1062,441,148
2707,495,148
1207,66,148
1230,71,148
2322,125,148
2290,731,148
1727,389,148
1109,603,148
1571,47,148
2956,23,148
2577,62,148
2640,76,148
1878,72,148
2306,51,148
1216,40,148
2126,51,148
2826,319,148
1754,322,148
1971,177,148
1902,28,148
1247,19,148
1770,20,148
1198,143,148
1311,238,148
1803,125,148
1438,67,148
2494,49,148
1847,50,148
1558,86,148
2581,127,148
1962,197,148
1445,143,148
2444,334,148
2867,113,148
2760,60,148
1525,114,148
2704,70,148
2492,45,148
1543,97,148
2304,76,148
2664,271,148
2569,242,148
2490,233,148
1885,172,148
1993,160,148
2539,37,148
2139,25,148
2631,56,148
1248,22,148
1778,118,148
1062,172,148
2707,121,148
1207,47,148
1230,98,148
2322,100,148
2290,358,148
1727,185,148
1109,148,148
2640,30,148
2306,31,148
1216,23,148
2126,19,148
2826,158,148
1754,434,148
1971,267,148
1770,13,148
1558,111,148
2581,118,148
1962,140,148
2444,71,148
2867,22,148
2492,22,148
1543,86,148
2304,40,148
2664,505,148
2569,632,148
2490,187,148
1885,413,148
1993,288,148
2539,164,148
1778,91,148
1062,102,148
2707,144,148
1207,39,148
1230,25,148
2290,486,148
1727,127,148
1109,385,148
1571,62,148
2104,38,148
2577,76,148
2640,118,148
1878,110,148
2306,35,148
1216,25,148
2126,36,148
2826,223,148
1754,277,148
1971,162,148
1247,18,148
1558,36,148
2581,79,148
1962,153,148
1445,136,148
2444,93,148
2867,134,148
2760,74,148
1525,75,148
2704,107,148
2492,24,148
1543,74,148
2304,40,148
2664,224,148
2569,94,148
2490,59,148
1885,363,148
1993,420,148
2539,242,148
2139,46,148
2631,88,148
1248,73,148
1778,141,148
1062,211,148
2707,287,148
1207,86,148
1230,86,148
2322,87,148
2290,683,148
1727,212,148
1109,326,148
1571,47,148
2104,64,148
2577,42,148
2640,81,148
1878,47,148
2306,39,148
1216,37,148
2126,43,148
2826,236,148
1754,523,148
1971,304,148
1902,20,148
1247,20,148
1770,18,148
1558,113,148
2581,134,148
1962,199,148
1445,94,148
2444,111,148
2867,55,148
2760,37,148
1525,58,148
2704,88,148
2492,34,148
1543,126,148
2304,68,148
2664,284,148
2569,253,148
2490,184,148
1885,188,148
1993,138,148
2539,124,148
2631,45,148
1248,44,148
1778,167,148
1062,311,148
2707,255,148
1207,71,148
1230,123,148
2322,105,148
2290,335,148
1727,159,148
1109,281,148
2640,32,148
1878,41,148
2306,25,148
1216,29,148
2126,37,148
2826,131,148
1754,372,148
1971,125,148
1558,108,148
2581,102,148
1962,98,148
1445,47,148
2444,77,148
2867,40,148
2704,24,148
2492,21,148
1543,59,148
2304,45,148
2664,261,148
2569,313,148
2490,155,148
1885,326,148
1993,249,148
2539,88,148
2139,53,148
2631,117,148
1248,89,148
1778,283,148
1062,222,148
2707,153,148
1207,80,148
1230,102,148
2322,95,148
2290,602,148
1727,159,148
1109,333,148
2640,69,148
2306,43,148
1216,32,148
2126,43,148
2826,146,148
1754,482,148
1971,351,148
1770,23,148
1558,134,148
2581,148,148
1962,206,148
1445,156,148
2444,163,148
2867,101,148
2760,64,148
1525,49,148
2704,62,148
2492,40,148
1543,174,148
2304,69,148
2664,321,148
2569,357,148
2490,211,148
1885,695,148
1993,522,148
2539,266,148
2139,55,148
2631,93,148
1248,65,148
1778,167,148
1062,220,148
2707,350,148
1207,58,148
1230,103,148
2322,139,148
2290,493,148
1727,222,148
1109,382,148
1571,95,148
2104,66,148
2577,84,148
2640,170,148
1878,105,148
2306,34,148
1216,41,148
2126,39,148
2826,390,148
1754,389,148
1971,237,148
1247,29,148
1770,23,148
1558,115,148
2581,98,148
1962,200,148
1445,167,148
2444,170,148
2867,147,148
2760,127,148
1525,157,148
2704,312,148
2492,29,148
1543,82,148
2304,61,148
2664,277,148
2569,278,148
2490,139,148
1885,568,148
1993,468,148
2539,379,148
2139,26,148
2631,217,148
1248,129,148
1778,547,148
1062,618,148
2707,959,148
1207,97,148
1230,108,148
2322,233,148
2290,803,148
1727,462,148
1109,697,148
1571,65,148
2956,45,148
2577,24,148
2640,57,148
1878,47,148
2306,38,148
1216,39,148
2126,66,148
2826,511,148
1754,421,148
1971,85,148
1247,20,148
1770,22,148
1198,365,148
1311,273,148
1803,240,148
1438,52,148
2494,68,148
1847,46,148
1558,147,148
2581,140,148
1962,224,148
1445,363,148
2444,431,148
2867,201,148
2760,87,148
1525,87,148
2704,76,148
2492,28,148
1543,94,148
2304,57,148
2664,450,148
2569,235,148
2490,237,148
1885,516,148
1993,393,148
2539,169,148
2139,20,148
2631,32,148
1778,129,148
1062,269,148
2707,300,148
1207,39,148
1230,55,148
2322,61,148
2290,381,148
1727,165,148
1109,259,148
1571,102,148
2956,67,148
2104,54,148
2577,100,148
2640,195,148
1878,148,148
2306,41,148
1216,31,148
2126,34,148
2826,266,148
1754,548,148
1971,193,148
1902,20,148
1247,28,148
1770,17,148
1558,97,148
2581,93,148
1962,147,148
1445,106,148
2444,127,148
2760,109,148
1525,72,148
2704,114,148
2492,32,148
1543,56,148
2304,94,148
2664,289,148
2569,154,148
2490,103,148
1885,222,148
1993,176,148
2539,76,148
2139,33,148
2631,101,148
1248,84,148
1778,221,148
1062,586,148
2707,273,148
1207,48,148
1230,83,148
2322,110,148
2290,558,148
1727,249,148
1109,308,148
2104,23,148
2640,39,148
1878,37,148
2306,30,148
1216,34,148
2126,37,148
2826,167,148
1754,837,148
